Name	County	Location	AcresBurned	Year	Month	Extinguished	Started
Soda Fire	San Luis Obispo	Off Soda Lake Road north of Cuyama	0	2016	6	6/19/16	6/4/16
Aukum Fire	El Dorado	off Mount Aukum Road &amp; Grizzly Flat Road	25	2016	6	6/4/16	6/3/16
Hidden Fire	San Benito	off Hidden Valley Rd &amp; Cienega Rd, southwest of Hollister 	30	2016	6	6/3/16	6/3/16
Clay Fire	Sacramento	off Highway 104 and Clay East Road near Herald	32	2016	6	6/3/16	6/3/16
Chimney Fire	Tulare	15 miles northeast of Kernville	0	2016	6	6/19/16	6/1/16
Pala Fire	San Diego	in the 38000 block of Pala Temecula Road, Temecula	70	2016	5	6/7/16	5/31/16
Tulloch Fire	Tuolumne	off New Peoria Flat Road and Old Melones Road, west of Sonora	85	2016	5	6/1/16	5/30/16
70 Fire	Butte	Hwy 70 between Clark Rd and Wheelock Rd	30	2016	5	5/29/16	5/29/16
Dunstone Fire	Butte	La Porte Road at Dunstone Road, west of Bangor 	91	2016	5	5/27/16	5/27/16
DeWolf Fire	Fresno	DeWolf Ave &amp; Behymer Ave, 2 miles north of Clovis	278	2016	5	5/25/16	5/25/16
Wheatland Fire	Los Angeles	Hwy 210 and Wheatland Ave, southeast of Lake View Terrace	156	2016	5	5/25/16	5/23/16
Metz Fire	Monterey	Metz Rd &amp; Blue Jay Ln, southeast of Soledad	3876	2016	5	5/25/16	5/22/16
Athens Fire	Placer	Off Athens Ave &amp; Industrial Blvd, south of Lincoln	169	2016	5	5/19/16	5/17/16
Avocado Fire	Fresno	Off Piedra Rd near Kings River, 10 miles northeast of Sanger	132	2016	5	5/17/16	5/15/16
Bryson Fire	Monterey	Bryson-Hesperia Rd &amp; Interlake Rd, west of Bradley 	25	2016	5	5/12/16	5/12/16
Shedd Fire	San Luis Obispo	Wood Canyon Rd &amp; Hwy 41	150	2016	5	5/10/16	5/10/16
Taglio Fire	Merced	I-5 &amp; Taglio Road, east of Gustine	30	2016	4	4/24/16	4/24/16
Gorman Fire	Los Angeles	off northbound Interstate 5 at Gorman Creek	0	2016	4	4/19/16	4/19/16
Solimar Fire		6 Miles NW of Ventura - North of Highway 101, West of Hwy 33,  in the SRA	1388	2015	12	12/29/15	12/25/15
Potrero Fire	Ventura	Hidden Valley area, southwest of Thousand Oaks	50	2015	11	11/7/15	11/7/15
Gibraltar Fire	Santa Barbara	between Montecito Peak and Coldspring Saddle	21	2015	10	11/9/15	10/29/15
Cienega Fire	San Benito	Cienega Rd &amp; Limekiln Rd, south of Hollister	690	2015	10	10/16/15	10/12/15
Munjar Fire	Butte	Munjar Rd, 10 miles north of Chico	104	2015	10	10/2/15	10/2/15
McCourtney Fire	Nevada	off McCourtney Rd &amp; Perimeter Rd, east of Camp Far West Reservoir 	30	2015	9	9/21/15	9/22/15
Tassajara Fire	Monterey	Tassajara Rd at Carmel Valley Rd	1086	2015	9	9/27/15	9/19/15
Laureles Fire	Monterey	off Laureles Grade and Highway 68 	95	2015	9	9/21/15	9/19/15
Lumpkin Fire	Butte	off Lumpkin Road and Forbestown Road, Robinson Mill	1040	2015	9	9/17/15	9/11/15
Walker Fire	Shasta	Windwalker Ln &amp; Small Farms Dr in Igo	109	2015	9	9/13/15	9/11/15
Center Fire	Lassen	Center Rd, east of Susanville	40	2015	9	9/10/15	9/9/15
Creek Fire	Fresno	Squaw Valley Road and Sand Creek Road	170	2015	9	9/11/15	9/9/15
Butte Fire	Butte	east of Jackson	70868	2015	9	10/15/15	9/9/15
Oak Fire	Tuolumne	off Old Oak Ranch Rd &amp; Big Hill Rd in the Cedar Ridge area, northeast of Sonora 	108	2015	9	9/15/15	9/8/15
Browns Fire	Trinity	Hwy 299 and Little Browns Creek Rd east of Weaverville	35	2015	9	9/10/15	9/8/15
Elk Fire	Lake	Off of Elk Mountain Road and Mount Dinger Road, north of Upper Lake	673	2015	9	9/8/15	9/2/15
Olive Fire	Butte	Off of Olive Tree Lane, south of Oroville 	72	2015	9	9/3/15	9/2/15
Kramer Fire 	Lassen	off of Kramer Road and 4 Corners Road, west of Beiber 	30	2015	8	8/30/15	8/29/15
Democrat Fire	Trinity	Democrat Gulch, west of Weaverville 	128	2015	8	8/29/15	8/25/15
Grade Fire	Lake	Jerusalem Grade Rd &amp; June Bug Rd, 7 miles northeast of Middletown	22	2015	8	8/25/15	8/24/15
Summit Fire	San Bernardino	at Knickerbocker Road and Pine Knot, south of Big Bear Lake	55	2015	8	9/11/15	8/23/15
Peterson Fire	Lake	off Peterson Lane and Adobe Creek Road, near Kelseyville	215	2015	8	8/27/15	8/22/15
Tesla Fire	Alameda	off Tesla Rd near Correl Hollow, between Livermore and Tracy	2850	2015	8	8/22/15	8/19/15
Horse Fire	Humboldt	Saddle Mountain Road, 6 miles NE Shelter Cove	146	2015	8	8/29/15	8/18/15
Cuesta Fire	San Luis Obispo	Off Highway 101 in the Cuesta Grade, north of San Luis Obispo	2446	2015	8	8/28/15	8/16/15
Tulloch Fire	Tuolumne	south of Hwy 108 &amp; Tulloch Rd, south of Lake Tulloch	112	2015	8	8/16/15	8/15/15
Mark Fire	Calaveras	Marks Ranch Rd south of Angels Camp	114	2015	8	8/18/15	8/13/15
Anza Fire	Riverside	Highway 74 east of Highway 371	500	2015	8	8/15/15	8/10/15
De Luz Fire	San Diego	De Luz Rd and De Luz Murrieta Rd	55	2015	8	8/10/15	8/9/15
Jerusalem Fire	Lake, Napa	Jerusalem Valley area, northeast of Middletown	25118	2015	8	8/25/15	8/9/15
36 Fire	Tehama	off Highwat 36 near Paynes Creek	110	2015	8	8/9/15	8/8/15
Francis Fire	Yuba	Colgate Powerhouse south of Dobbins	30	2015	8	8/5/15	8/3/15
Point Fire	Shasta	Gas Point and Happy Valley Rd, west of Cottonwood	59	2015	8	8/4/15	8/3/15
Dodge Fire	Lassen	17 miles northeast of Ravendale	10570	2015	8	8/4/15	8/3/15
Fern Fire	Shasta	Fern Rd and Oak Run Rd, 1 mile east of the Community of Oak Run	75	2015	8	8/4/15	8/2/15
White Fire	Santa Barbara	off White Oak Ln, east of Santa Maria	52	2015	8	8/3/15	8/1/15
Rough Fire 	Fresno	5 miles North of Hume Lake and 2.5 miles to the southwest of Spanish Mountain 5	151623	2015	7	11/9/15	7/31/15
Vasco Fire	Contra Costa	Vasco Rd,  3 miles southwest of Byron	195	2015	7	7/30/15	7/30/15
Sprig Fire	Shasta	Sprig Way and Millville Plains Rd, Millville; 10 miles southeast of Redding	90	2015	7	7/31/15	7/30/15
Advance Fire	Tulare	5 miles north of the community of Three Rivers near Advance	86	2015	7	8/5/15	7/30/15
Mendocino Lightning Fires	Mendocino	Community of Willits and Brooktrails	50	2015	7	8/3/15	7/30/15
Frog Fire	Modoc	SW of Lava Campground	4863	2015	7	7/31/15	7/30/15
Swedes Fire	Butte	Swedes Flat Road, 3 miles north of Bangor	400	2015	7	8/3/15	7/29/15
Rocky Fire	Lake	near Morgan Valley Road and Rocky Creek Road, east of Clear Lake	69636	2015	7	8/14/15	7/29/15
Mallard Fire	Shasta	off Mallard Way in Millville 	75	2015	7	7/31/15	7/29/15
China Fire	Shasta	China Gulch, Happy Valley, Southwest of Redding	212	2015	7	8/1/15	7/29/15
Big Creek Fire	Tuolumne	off Hwy120 and Sprague Rd near Groveland 	204	2015	7	8/4/15	7/29/15
Sullivan Fire	Stanislaus	Sullivan Rd and Orestimba Rd, 10 miles West of Newman	40	2015	7	7/28/15	7/28/15
Buck Fire	Humboldt	off Alderpoint Road &amp; Wallan Road near Garberville 	16	2015	7	7/31/15	7/28/15
Lowell Fire	Nevada	In the Steep Hollow drainage west of Alta	2304	2015	7	8/12/15	7/25/15
Willow Fire	Madera	off of Willow Canyon Drive and Road 274, southeast of Bass Lake	5702	2015	7	8/13/15	7/25/15
Cutca Fire	San Diego	On Palomar Mountain, north of the Palomar Observatory	167	2015	7	7/26/15	7/24/15
Park Fire	San Diego	Off of Lake Morena Drive near Lake Morena Park, north of Campo	25	2015	7	7/25/15	7/24/15
Queen Fire	Humboldt	off Hwy 169 &amp; McKinnon Hill Rd, 5 miles southeast of Pecwan	158	2015	7	8/1/15	7/24/15
Kyburz Fire	El Dorado	off Hwy 50 at White Hall Canyon Dr in Kyburz	75	2015	7	7/29/15	7/23/15
3-11 Fire	Modoc	on Splawn Mountain, northeast of Bieber	116	2015	7	7/26/15	7/23/15
3-12 Fire	Modoc	in Dixie Valley, southwest of Bieber	77	2015	7	7/25/15	7/23/15
Wragg Fire	Napa	Off of Hwy 128 near Greaves Rd, Lake Berryessa	8051	2015	7	8/5/15	7/22/15
Baxter Fire	Placer	Baxter Grade Rd, 3 miles West of Auburn	26	2015	7	7/22/15	7/22/15
Triple Fire	Tulare	Globe Dr and Mountain Rd, Springville	430	2015	7	7/26/15	7/21/15
Dorris Fire	Siskiyou	Off Hwy 161 &amp; Hwy 97, northeast of Dorris	24	2015	7	7/22/15	7/21/15
Betabel Fire	San Benito	off Hwy 101 between Anzar Rd &amp; Hwy 156, in Aromas	25	2015	7	7/20/15	7/20/15
Cabin Fire	Tulare	Golden Trout Wilderness, Sequoia National Forest	6980	2015	7	9/5/15	7/19/15
North Fire	San Bernardino	off Interstate 15, south of Oaks Hills, in the Cajon Pass area	4250	2015	7	7/21/15	7/17/15
Pines Fire 	Los Angeles	Angeles Crest Highway (Hwy 2) north of Wrightwood and near Big Pines	200	2015	7	8/4/15	7/17/15
Lake Fire	San Diego	off Highway 76, near Moretti Junction, near Lake Henshaw	25	2015	7	7/17/15	7/16/15
241 Fire	Orange	Hwy 241, south of Santiago Canyon Rd, near Irvine Lake (Orange County)	214	2015	7	7/15/15	7/13/15
Cooley Fire	Siskiyou	5 miles North of the community of Montague on Cooley Rd	181	2015	7	7/14/15	7/13/15
Mill 2 Fire	San Bernardino	Mill Creek Rd and Bryant St, east of Mentone	54	2015	7	7/21/15	7/12/15
Spider Fire	Riverside	San Timoteo Canyon Rd and Redlands Blvd, northeast of Moreno Valley	21	2015	7	7/12/15	7/12/15
Ascot Fire	Solano	Lake Herman Rd and Sky Valley Rd	40	2015	7	7/10/15	7/10/15
Deer Fire	San Luis Obispo	southwest of Lake Nacimiento 	95	2015	7	7/15/15	7/10/15
Keswick Fire	Shasta	Middle Creek Road, north of Hwy 299	18	2015	7	7/8/15	7/7/15
Sky Fire	Solano	Mix Canyon Rd &amp; Sky Ranch Road, northwest of Vacaville	150	2015	7	7/8/15	7/6/15
Black Fire	Tehama	off Black Butte Rd, near Black Butte Lake	170	2015	7	7/4/15	7/4/15
Soda Fire	Mendocino	off Hwy 253, 4 miles northeast of Boonville (Mendocino County).	23	2015	7	7/5/15	7/4/15
Covelo Fire	Mendocino	off Highway 162 and Cemetery Lane, Covelo	35	2015	6	6/29/15	6/28/15
Pleasure Fire	Napa	Steele Canyon Rd. and Headlands Dr., Lake Berryessa	19	2015	6	6/28/15	6/27/15
Otay Fire	San Diego	off Otay Lakes Road and Woods Drive in Chula Vista	80	2015	6	6/26/15	6/26/15
Sterling Fire	San Bernardino	Sterling Avenue x Foothill Drive East	100	2015	6	6/29/15	6/25/15
Loma Fire		Contra Loma Regional Park in Antioch 	533	2015	6	6/25/15	6/24/15
Calgrove Fire 	Los Angeles	Southbound Interstate 5, North of Calgrove, Santa Clarita 	415	2015	6	6/26/15	6/24/15
Red Fire	Madera	Red Tail Road and Road 211, south of O'Neal	135	2015	6	6/23/15	6/21/15
Dixie Fire	Lassen	Dixie Valley, south of Bieber	60	2015	6	6/20/15	6/19/15
Washington Fire	Alpine	south of Markleeville	0	2015	6	6/22/15	6/19/15
Cook Fire	Yuba	UC Field Station, Scott Forbes Road	158	2015	6	6/22/15	6/18/15
Corrine Fire	Madera	Road 222 and Tunoi Place, north of Auberry	920	2015	6	6/25/15	6/18/15
Fork Fire	Tehama	Off Lowery Rd, north of Paskenta	55	2015	6	6/17/15	6/17/15
Wildcat Fire	San Diego	Wildcat Canyon Rd and Barona Rd, east of Fernbrook	171	2015	6	6/19/15	6/17/15
Lake Fire	San Bernardino	Off Hwy 38, south of Big Bear Lake	31359	2015	6	8/1/15	6/17/15
Chiles Fire	Napa	Chiles Pope Valley Rd. &amp; Lower Chiles Valley Rd., East of St. Helena	38	2015	6	6/17/15	6/16/15
North Fire	Amador	Dry Creek and E Prouty Rd, west of Herald	60	2015	6	6/17/15	6/16/15
Pass Fire	Kern	Off of Hwy 41 near Cottonwood Pass	67	2015	6	6/15/15	6/15/15
Bald Fire	Humboldt	off Bald Hills Rd, 15 miles east of Hwy 101 &amp; Orick 	20	2015	6	6/11/15	6/10/15
Saddle Fire 	Trinity	4 miles northwest of Hyampom	1542	2015	6	6/29/15	6/10/15
Forebay Fire	Merced	off Hwy 152 near the O’Neill Forebay 	692	2015	5	5/11/15	5/11/15
Highway Fire	Riverside	at Hwy 71/Hwy 91 near the Prado Basin	1049	2015	4	4/24/15	4/18/15
Ward Fire	Plumas	East of Taylorsville	137	2015	4	4/18/15	4/13/15
Stephens Fire	Siskiyou	Approx. 18 miles northeast of McCloud, just south of Horse Peak	200	2015	2	3/2/15	2/24/15
Bane Fire	San Bernardino	in Chino Hills State Park near the Bane Canyon entrance	48	2014	10	10/17/14	10/16/14
Dog Rock Fire	Mariposa	Hwy 140 at Indian Creek, El Portal Community	311	2014	10	10/12/14	10/7/14
Cascade Fire	El Dorado	Desolation Wilderness, 8 miles west of South Lake Tahoe	20	2014	9	9/25/14	9/25/14
Boles Fire	Siskiyou	City of Weed	516	2014	9	10/11/14	9/15/14
Courtney Fire	Madera	Courtney Lane and 7 Hills Rd, Oakhurst	320	2014	9	9/22/14	9/14/14
Irene Fire	El Dorado	Mokelumne Wilderness	94	2014	9	9/17/14	9/14/14
King Fire	El Dorado	Near Pollock Pines	97717	2014	9	10/9/14	9/13/14
Dog Bar Fire	Nevada	Off Dog Bar Rd &amp; Taylor Crossing Rd near Alta Sierra	247	2014	9	9/18/14	9/13/14
Bald Hill 3 Fire	Humboldt	1 mile northwest of Hoopa	210	2014	9	9/15/14	9/12/14
Silverado Fire	Orange	off of Silverado Canyon Road south of Corona	968	2014	9	9/22/14	9/12/14
Stage Coach Fire	Napa	Berryessa Estates, North of Lake Berryessa	27	2014	9	9/15/14	9/11/14
Gulch Fire	Shasta	On Backbone Ridge, east of Bella Vista, 15 miles northeast of Redding	1375	2014	9	9/16/14	9/10/14
Jackson Fire	Tuolumne	Hwy 49 &amp; Jacksonville Rd near the community of Moccasin	70	2014	9	9/5/14	9/4/14
Leopard Fire	Shasta	Hyrax Road at Dersch Road, east of Redding	25	2014	8	8/29/14	8/29/14
Pines Fire	Madera	Malum Ridge Road near Bass Lake	10	2014	8	12/12/14	8/26/14
Oregon Fire	Trinity	off Hwy 299 at Oregon Mountain Summit, near Weaverville	461	2014	8	8/28/14	8/24/14
Junction Fire	Madera	off Road 425A, near the Hwy 41 and Hwy 49 junction in Oakhurst	612	2014	8	8/25/14	8/18/14
Boca Fire	Nevada	off Interstate 80 at Hirschdale, east of Truckee 	84	2014	8	8/19/14	8/18/14
Way Fire	Kern	north side of Hwy 155, northwest of Wofford Heights	4045	2014	8	8/27/14	8/18/14
Tecolote Fire	Los Angeles	18 miles north of Glendora, off Highway 39 and mile marker 28.	274	2014	8	12/12/14	8/17/14
Border Fire	San Diego	on Kuebler Ranch near Otay Mountain	20	2014	8	8/17/14	8/16/14
Shoemaker Fire	Los Angeles	upper end of East Fork San Gabriel River, North of Glendora	190	2014	8	12/12/14	8/14/14
Little Fire	Modoc	Northeast of Mud Springs, 9 miles South of Tionesta	101	2014	8	8/13/14	8/12/14
Happy Camp Complex	Siskiyou	in the Happy Camp area	0	2014	8	8/14/14	8/11/14
Eiler Fire	Shasta	12 miles southeast of Burney near Old Station	32416	2014	7	8/25/14	7/31/14
Little Deer Fire	Siskiyou	near Little Deer Mountain along Highway 97	5503	2014	7	8/18/14	7/31/14
Bald Fire	Shasta	8 miles southeast of Fall River Mills	39736	2014	7	8/15/14	7/30/14
Day Fire	Modoc	North of the community of Day	13153	2014	7	8/13/14	7/30/14
Oregon Gulch Fire (part of the Beaver Complex)	Siskiyou	Community of Copco, South of Oregon Border	35302	2014	7	8/18/14	7/30/14
Coffee Fire	Shasta	East Fork of the Coffee Creek Drainage	6258	2014	7	11/14/14	7/30/14
Sand Fire	Amador, El Dorado	East of Highway 49, 5 miles north of Plymouth	4240	2014	7	8/2/14	7/25/14
Wildlife Fire	Butte	Wildlife Area - Larkin Road, west of Oroville<br><br>Road Closures: None, the Wildlife area north of the Afterbay Outlet is closed to the public.	72	2014	7	7/16/14	7/14/14
Bully Fire	Shasta	Plantina Road at Bland Road, Igo	12661	2014	7	7/26/14	7/11/14
Marsh Fire	Contra Costa	off Marsh Creek Rd., near Aspara Drive, east of Clayton	80	2014	7	7/12/14	7/11/14
Nicolls Fire 	Kern	Kelso Valley/Onyx area	1680	2014	7	7/21/14	7/11/14
Bible Fire	El Dorado	off Mt Aukum Rd, Somerset 	30	2014	7	7/9/14	7/9/14
Dry Fire	Shasta	off Hwy 299 &amp; Dry Creek Rd, east of Bella Vista	143	2014	7	7/10/14	7/9/14
Interlake Fire	San Luis Obispo	along Interlake Road between Monterey &amp; San Luis Obispo County	47	2014	7	7/8/14	7/7/14
Hutto Fire	Nevada	on Hutto Rd &amp; Keller Rd in Smartsville	38	2014	7	7/8/14	7/7/14
Cassel Fire	Shasta	Off Cassel Road at Thrush Road, in Cassel	75	2014	7	7/8/14	7/5/14
Monticello Fire	Yolo	Hwy 128 at Monticello Dam, southeast shore of Lake Berryessa 	6488	2014	7	7/12/14	7/4/14
Gulch Fire	Modoc	Off highway 139, 15 miles north of Canby - The fire is burning on the east side of Hwy 139	1469	2014	7	7/7/14	7/3/14
Banner Fire	San Diego	Banner Grade, east of Julian	217	2014	7	7/6/14	7/3/14
Butts Fire	Napa, Lake	Off Butts Canyon Rd in Pope Valley, northwest of Lake Berryessa	4300	2014	7	7/9/14	7/1/14
Modoc Lightning Complex	Modoc	15 fires across the Modoc National Forest	1651	2014	7	7/3/14	7/1/14
West Fire	Trinity	near the Trinity Pines community	15	2014	7	7/3/14	7/1/14
Oak Fire	Calaveras	Oak Valley Road at Pool Station Road, south of San Andreas	85	2014	6	6/24/14	6/22/14
Reed Fire	Calaveras	off George Reed Drive and Pool Station Road, San Andreas	120	2014	6	6/21/14	6/20/14
Shirley Fire	Kern	3 Miles south of Shirley Meadows	3895	2014	6	6/20/14	6/13/14
Tehama Fire	Tehama	Rancho Tehama, southwest of Red Bluff	225	2014	6	6/13/14	6/13/14
Norman Fire	Solano	off Rolling Hills Lane, north of Vacaville 	70	2014	6	6/13/14	6/12/14
Hall Fire	Fresno	near Hwy 180 &amp; Hall Lane near Squaw Valley	25	2014	6	6/9/14	6/11/14
Haigh Fire	Mariposa	Highway 49 and Haigh Rd., north of Coulterville	130	2014	6	6/13/14	6/10/14
Morgan Fire	Fresno	near the 16,000 block of Highway 168 near Prather	40	2014	6	6/11/14	6/9/14
Hetch Hetchy Fire	Tuolumne	off La Grange Rd (J59) at Hetch Hetchy power lines, northwest shore of Don Pedro Reservoir	269	2014	6	6/6/14	6/5/14
59 Fire	Tuolumne	near Bonds Flat Rd &amp; La Grange Rd (J59), west of Don Pedro Reservoir	402	2014	6	6/5/14	6/4/14
Indian Fire	Lake	Near Indian Valley Reservoir, East of Clearlake Oaks	175	2014	5	5/26/14	5/25/14
San Mateo Fire	San Diego	in the Talega area of Marine Corps Base Camp Pendleton	1457	2014	5	5/20/14	5/16/14
Tomahawk Fire	San Diego	Traveled from Naval Weapons Station, Fallbrook and is now on Camp Pendleton 	5367	2014	5	5/19/14	5/14/14
Highway Fire	San Diego	off Old Hwy 395 and I-15 in the Deer Springs area 	380	2014	5	5/15/14	5/14/14
Fiddler Fire	Shasta	Off Perla Rd &amp; Fiddlers Rd in Igo	50	2014	5	5/15/14	5/14/14
Cocos Fire	San Diego	Village Drive and Twin Oaks Road, San Marcos	1995	2014	5	5/22/14	5/14/14
Poinsettia Fire	San Diego	off Poinsettia Ln &amp; Alicante Rd in Carlsbad	600	2014	5	5/17/14	5/14/14
Bernardo Fire	San Diego	off Nighthawk Lane, southwest of Rancho Bernardo	1548	2014	5	5/17/14	5/13/14
Miguelito Fire	Santa Barbara	Off Santa Miguelito Canyon Road in Lompoc	632	2014	5	5/19/14	5/13/14
Jacumba Fire	San Diego	Off Interstate 8, east of McCain Valley Rd, east of Boulevard	29	2014	5	5/6/14	5/5/14
Etiwanda Fire	San Bernardino	North of Rancho Cucamonga	2143	2014	4	5/5/14	4/30/14
San Lucas Fire	Monterey	San Lucas &amp; Jolon Rd, west of King City 	75	2014	4	5/1/14	4/30/14
Bridges Fire	Inyo	off Highway 6 &amp; 5 Bridges Rd, 5 miles northeast of Bishop	113	2014	4	4/21/14	4/19/14
Van Buren Fire	Riverside	Off Ave 62 and Van Buren St in Thermal	57	2014	3	3/29/14	3/28/14
Encinal Fire	Monterey	Off Encinal Rd, 8 miles southeast of Salinas	400	2014	3	3/21/14	3/19/14
Gun Fire	San Diego	Off Interstate 8 &amp; Sunrise Hwy, near Pine Valley	125	2014	3	3/11/14	3/8/14
Lake Fire	Fresno	off Trimmer Springs Rd &amp; Sunnyslope Rd near Pine Flat Lake 	106	2014	1	1/26/14	1/25/14
Colby Fire	Los Angeles	near Morris Reservoir, north of Glendora	1952	2014	1	1/27/14	1/16/14
Red Fire	Humboldt	South of Berry Summit, west of Willow Creek	333	2014	1	1/8/14	1/4/14
Campbell Fire	Tehama	Ishi Wilderness, north of Campbellville in the Lassen National Forest	865	2014	1	1/10/14	1/2/14
Grant Fire	Santa Clara	off Mount Hamilton Road near Grant Ranch County Park	40	2013	12	12/31/13	12/31/13
Bruner Fire	Lake	Off Bruner Drive &amp; Al Drive, Clearlake Oaks	50	2013	11	11/24/13	11/23/13
Dam Fire	Lake	Off Dam Rd, southeast of Clear Lake	23	2013	11	11/24/13	11/23/13
Retek Fire	Mendocino	Off Hwy 101 at Henry Station Rd, north of Hopland	82	2013	11	11/22/13	11/22/13
McCabe Fire	Sonoma	The Geysers area, 10 miles northeast of Geyserville	3505	2013	11	11/27/13	11/22/13
Silverado Fire	Napa	Off Silverado Trail in the Soda Canyon area near Napa	190	2013	11	11/23/13	11/21/13
Wheeler Fire	Ventura	Wheeler Canyon, north of Santa Paula	64	2013	11	11/15/13	11/14/13
Toro Fire	San Luis Obispo	Toro Creek Rd. and Hwy 41 West, Morro Bay	51	2013	11	11/9/13	11/8/13
Cantwell Fire	Lake	South of Morgan Valley Rd and East of Hwy 29, Community of Lower Lake	120	2013	11	11/10/13	11/8/13
Dersch Fire	Shasta	Off Dersch Rd and Hyrax, Millville	33	2013	11	11/7/13	11/7/13
Capay Fire	Yolo	Off County Road 23 &amp; County Road 81, Southwest of Esparto	163	2013	11	11/4/13	11/4/13
Baker Fire	Orange	Off Baker Canyon Rd, Silverado Canyon area, east of Irvine	40	2013	10	10/9/13	10/6/13
DeLuz Fire	San Diego	On Camp Pendleton, west of Fallbrook	2236	2013	10	10/9/13	10/5/13
Crane Fire	Sonoma	near Crane Creek Regional Park off Pressley Rd, east of Rohnert Park 	159	2013	10	10/5/13	10/4/13
Summit Fire	Butte	off District Center Dr &amp; Fortune Way in Palermo	305	2013	10	10/5/13	10/4/13
Putah Fire	Napa	off Berryessa Knoxville Rd near Lake Berryessa	376	2013	10	10/4/13	10/3/13
Highland Fire	Mendocino	off Highland Springs Rd, southeast of Kelseyville	98	2013	9	9/29/13	9/28/13
Sierra Fire	San Bernardino	in the Cajon Pass west of I-15 near Glen Helen Road	200	2013	9	9/30/13	9/24/13
Creek Fire	San Luis Obispo	off Toro Creek Rd, east of Cayucos	94	2013	9	9/24/13	9/24/13
Madre Fire	Los Angeles	San Gabriel Canyon 1/4 mile west of the entrance station	268	2013	9	9/28/13	9/23/13
Lakeshore Fire	Lake	near the community of Clearlake	30	2013	9	9/15/13	9/15/13
Liveoak Fire	San Bernardino	Live Oak Canyon Rd, South of I-10 near cities of Redlands and Yucaipa. 	73	2013	9	9/12/13	9/11/13
Clover Fire	Shasta	Community of Igo, 10 miles southwest of Redding	8073	2013	9	9/15/13	9/9/13
Lyon Fire	San Diego	Four Corners, Lyons Valley Road, east of Lyons Peak	263	2013	9	9/12/13	9/9/13
Morgan Fire	Contra Costa	off Morgan Territory Road, Southeast of Clayton	3111	2013	9	9/14/13	9/8/13
Angora Fire	Tulare	Golden Trout Wilderness	134	2013	9	9/24/13	9/8/13
Chestnut Fire	San Mateo	Chestnut Ave and Hillside Blvd, San Bruno Mountain, South San Francisco	41	2013	9	9/7/13	9/7/13
Rail Fire	Modoc	Rail Mountain, 7 miles NW of Canby	68	2013	9	9/5/13	9/7/13
Davis Creek Complex	Modoc	Both sides of Davis Creek near Hwy 395, south of Goose Lake 	97	2013	9	9/24/13	9/5/13
Tyler Fire	Nevada	North San Juan Area, Highway 49 and Tyler Foote Road	52	2013	8	8/31/13	8/31/13
